,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
159,Mi Eterno Amor Secreto,Oro Salsero,Tito Nieves,2010-01-01,289440,9,0.797,0.619,0.797,0.743,1.14e-05,0.123,-4.874,0.0354,100.502,4
160,Si Yo Fuera El,Oro Salsero,Tito Nieves,2010-01-01,269826,10,0.728,0.0431,0.728,0.789,0.0,0.111,-5.441,0.169,180.041,4
161,El Amor Más Bonito,Oro Salsero,Tito Nieves,2010-01-01,267080,8,0.469,0.47,0.469,0.852,2.29e-05,0.0719,-5.237,0.0394,92.59,4
162,"La Salsa Vive - Live At Medellin, Colombia/2007",Oro Salsero,Tito Nieves,2010-01-01,343546,5,0.677,0.472,0.677,0.89,0.0,0.97,-4.242,0.161,107.921,4
163,El Peor De Mis Fracasos,Oro Salsero,Tito Nieves,2010-01-01,274453,7,0.659,0.538,0.659,0.859,2.39e-06,0.0879,-3.907,0.0324,91.161,4
164,Fabricando Fantasías - Salsa Version,Oro Salsero,Tito Nieves,2010-01-01,274653,48,0.714,0.26,0.714,0.855,0.0,0.0936,-3.523,0.0413,91.291,4
165,O Me Voy O Te Vas,Oro Salsero,Tito Nieves,2010-01-01,290666,9,0.666,0.481,0.666,0.78,1.68e-06,0.29,-4.468,0.0382,100.935,4
166,Mi Eterno Amor Secreto,Dos Canciones Clasicas De Marco Antonio Solis,Tito Nieves,2008-01-01,287120,33,0.782,0.616,0.782,0.746,1.15e-05,0.145,-4.678,0.0382,100.586,4
167,Ojalá,Dos Canciones Clasicas De Marco Antonio Solis,Tito Nieves,2008-01-01,280026,15,0.747,0.565,0.747,0.842,6.55e-06,0.109,-4.274,0.0309,100.943,4
168,Pero Te Vas A Arrepentir,Dos Canciones Clasicas De Marco Antonio Solis,Tito Nieves,2008-01-01,276746,25,0.712,0.547,0.712,0.806,8.56e-06,0.115,-5.202,0.0367,92.527,4
169,Ya Te Olvidé,Dos Canciones Clasicas De Marco Antonio Solis,Tito Nieves,2008-01-01,267133,37,0.692,0.41,0.692,0.794,7.62e-06,0.175,-4.377,0.0332,92.185,4
170,Dime Donde Y Cuando,Dos Canciones Clasicas De Marco Antonio Solis,Tito Nieves,2008-01-01,259839,12,0.775,0.547,0.775,0.866,4.29e-05,0.355,-4.148,0.0381,98.195,4
171,Ya No Te Vayas,Dos Canciones Clasicas De Marco Antonio Solis,Tito Nieves,2008-01-01,279546,12,0.782,0.727,0.782,0.779,4.98e-06,0.0798,-3.961,0.0412,98.566,4
172,Dos,Dos Canciones Clasicas De Marco Antonio Solis,Tito Nieves,2008-01-01,273600,13,0.808,0.497,0.808,0.747,5.58e-06,0.237,-2.616,0.0376,99.113,4
173,Tu Hombre Perfecto,Dos Canciones Clasicas De Marco Antonio Solis,Tito Nieves,2008-01-01,283933,22,0.706,0.654,0.706,0.819,1.71e-05,0.0829,-4.637,0.0363,92.065,4
174,Y Ahora Te Vas,Dos Canciones Clasicas De Marco Antonio Solis,Tito Nieves,2008-01-01,258240,24,0.818,0.589,0.818,0.852,1.93e-06,0.0917,-3.614,0.0345,94.273,4
175,Mi Mayor Necesidad,Dos Canciones Clasicas De Marco Antonio Solis,Tito Nieves,2008-01-01,254640,13,0.574,0.497,0.574,0.841,7.1e-06,0.0704,-3.496,0.0375,90.201,4
176,Mi Mayor Sacrificio,Dos Canciones Clasicas De Marco Antonio Solis,Tito Nieves,2008-01-01,240986,29,0.581,0.31,0.581,0.841,7.13e-06,0.159,-4.986,0.042,181.855,4
177,Sonámbulo,Serie Cinco Estrellas,Tito Nieves,2008-01-01,298986,4,0.542,0.717,0.542,0.793,4.43e-05,0.136,-6.415,0.0504,183.292,4
178,I'll Always Love You,Serie Cinco Estrellas,Tito Nieves,2008-01-01,303800,27,0.542,0.531,0.542,0.892,0.00632,0.117,-6.468,0.0513,167.365,4
179,Imperdonable,Serie Cinco Estrellas,Tito Nieves,2008-01-01,292373,2,0.661,0.219,0.661,0.625,0.0,0.0724,-5.883,0.0305,90.092,4
180,Tuyo,Serie Cinco Estrellas,Tito Nieves,2008-01-01,292653,26,0.812,0.521,0.812,0.589,0.0,0.0607,-8.713,0.0362,104.025,4
181,Más,Serie Cinco Estrellas,Tito Nieves,2008-01-01,270666,2,0.615,0.442,0.615,0.696,0.0,0.322,-8.154,0.051,96.064,4
182,Manías,Serie Cinco Estrellas,Tito Nieves,2008-01-01,308920,4,0.57,0.7,0.57,0.66,1.08e-05,0.104,-7.571,0.0465,87.292,4
183,El Gordito,Serie Cinco Estrellas,Tito Nieves,2008-01-01,221773,2,0.779,0.406,0.779,0.761,7.08e-06,0.0317,-7.146,0.035,93.879,4
184,Sueño,Serie Cinco Estrellas,Tito Nieves,2008-01-01,306720,2,0.806,0.152,0.806,0.742,0.0,0.295,-4.992,0.0831,107.816,4
185,Tú Te Lo Pierdes,Serie Cinco Estrellas,Tito Nieves,2008-01-01,287253,2,0.827,0.143,0.827,0.731,0.0,0.238,-4.986,0.0411,95.257,4
186,Nos Amamos,Serie Cinco Estrellas,Tito Nieves,2008-01-01,295413,1,0.794,0.506,0.794,0.705,0.0,0.0603,-7.856,0.0472,99.38,4
187,Sonámbulo,The Greatest Salsa Ever,Tito Nieves,2008-01-01,302280,11,0.549,0.707,0.549,0.785,2.33e-05,0.0925,-6.126,0.0485,183.303,4
188,De Mí Enamórate,The Greatest Salsa Ever,Tito Nieves,2008-01-01,309840,47,0.492,0.69,0.492,0.865,1.95e-05,0.0753,-6.232,0.0352,94.38,4
189,Soy Cantante,The Greatest Salsa Ever,Tito Nieves,2008-01-01,265853,4,0.676,0.469,0.676,0.925,1.45e-05,0.0244,-4.7,0.0375,95.575,4
190,El Amor Más Bonito,The Greatest Salsa Ever,Tito Nieves,2008-01-01,266800,13,0.48,0.478,0.48,0.865,9.1e-06,0.0597,-4.97,0.0388,92.45,4
191,Seguiré Mi Camino,The Greatest Salsa Ever,Tito Nieves,2008-01-01,209560,4,0.509,0.63,0.509,0.723,4.89e-06,0.237,-5.364,0.0454,97.886,4
192,Lo Que Son Las Cosas,The Greatest Salsa Ever,Tito Nieves,2008-01-01,246933,5,0.567,0.592,0.567,0.626,6.91e-06,0.0318,-9.268,0.0332,93.655,4
193,Amores Como Tu,The Greatest Salsa Ever,Tito Nieves,2008-01-01,279573,3,0.607,0.667,0.607,0.896,1.22e-06,0.307,-7.948,0.0582,95.273,4
194,Desde Que Te Tengo A Tí,The Greatest Salsa Ever,Tito Nieves,2008-01-01,265853,9,0.64,0.588,0.64,0.688,1.66e-06,0.0679,-8.815,0.0358,96.418,4
195,Manías,The Greatest Salsa Ever,Tito Nieves,2008-01-01,309373,10,0.585,0.695,0.585,0.609,3.68e-06,0.114,-8.578,0.0532,85.364,4
196,Déjame Vivir,The Greatest Salsa Ever,Tito Nieves,2008-01-01,274613,3,0.616,0.564,0.616,0.92,2.15e-06,0.329,-5.687,0.0414,97.462,4
197,Le Gusta Que La Vean,The Greatest Salsa Ever,Tito Nieves,2008-01-01,279986,5,0.794,0.598,0.794,0.905,0.0,0.0661,-5.436,0.0409,94.547,4
198,Te Amo,The Greatest Salsa Ever,Tito Nieves,2008-01-01,304533,3,0.506,0.708,0.506,0.787,0.000406,0.156,-6.02,0.0366,97.16,4
199,Almohada,The Greatest Salsa Ever,Tito Nieves,2008-01-01,294826,12,0.61,0.69,0.61,0.816,2.13e-05,0.0526,-6.511,0.0353,94.816,4
200,Bang Bang,The Greatest Salsa Ever,Tito Nieves,2008-01-01,278186,2,0.706,0.0196,0.706,0.909,0.00148,0.119,-8.781,0.0379,126.994,4
201,Mia,The Greatest Salsa Ever,Tito Nieves,2008-01-01,191773,2,0.49,0.894,0.49,0.348,0.000386,0.183,-8.176,0.0283,80.034,4
202,Permiteme Darte Un Beso,The Greatest Salsa Ever,Tito Nieves,2008-01-01,284200,1,0.826,0.338,0.826,0.691,0.0,0.217,-8.874,0.0501,95.544,4
203,Amanecí Entre Tus Brazos,The Greatest Salsa Ever,Tito Nieves,2008-01-01,269600,3,0.789,0.34,0.789,0.614,0.0,0.116,-8.391,0.0342,99.604,4
204,Como Un Niño Celoso,The Greatest Salsa Ever,Tito Nieves,2008-01-01,296213,2,0.801,0.488,0.801,0.671,1.27e-06,0.265,-8.379,0.037,95.045,4
205,Un Tipo Común,The Greatest Salsa Ever,Tito Nieves,2008-01-01,276800,5,0.8,0.417,0.8,0.738,0.0,0.0642,-8.264,0.0382,90.146,4
206,No Me Queda Más,The Greatest Salsa Ever,Tito Nieves,2008-01-01,298946,8,0.808,0.523,0.808,0.71,0.0,0.109,-7.838,0.0321,97.116,4
207,Silk Sonic Intro,An Evening With Silk Sonic,Bruno Mars,2021-11-12,63060,59,0.696,0.097,0.696,0.553,3.91e-06,0.617,-8.702,0.0759,114.993,4
208,Leave The Door Open,An Evening With Silk Sonic,Bruno Mars,2021-11-12,242096,70,0.586,0.182,0.586,0.616,0.0,0.0927,-7.964,0.0324,148.088,4
209,Fly As Me,An Evening With Silk Sonic,Bruno Mars,2021-11-12,219389,62,0.783,0.00756,0.783,0.627,0.0,0.0606,-8.521,0.102,100.025,4
210,After Last Night (with Thundercat & Bootsy Collins),An Evening With Silk Sonic,Bruno Mars,2021-11-12,249444,60,0.651,0.0297,0.651,0.703,0.0,0.0608,-8.958,0.0816,140.051,4
211,Smokin Out The Window,An Evening With Silk Sonic,Bruno Mars,2021-11-12,197442,65,0.627,0.0558,0.627,0.618,0.0,0.351,-8.529,0.0437,82.03,4
212,Put On A Smile,An Evening With Silk Sonic,Bruno Mars,2021-11-12,255455,59,0.548,0.0471,0.548,0.627,0.0,0.285,-8.949,0.0409,143.994,4
213,777,An Evening With Silk Sonic,Bruno Mars,2021-11-12,165000,66,0.836,0.00269,0.836,0.622,0.000566,0.335,-11.003,0.0946,102.015,4
214,Skate,An Evening With Silk Sonic,Bruno Mars,2021-11-12,203122,61,0.708,0.037,0.708,0.598,0.0,0.17,-8.365,0.0291,112.027,4
215,Love's Train,An Evening With Silk Sonic,Bruno Mars,2021-11-12,307014,60,0.711,0.0396,0.711,0.605,2.29e-05,0.104,-9.801,0.031,140.981,4
216,Blast Off,An Evening With Silk Sonic,Bruno Mars,2021-11-12,284870,57,0.482,0.0363,0.482,0.548,2.28e-06,0.3,-9.946,0.0373,76.017,4
217,Silk Sonic Intro,An Evening With Silk Sonic,Bruno Mars,2021-11-11,63060,59,0.696,0.097,0.696,0.553,3.91e-06,0.617,-8.702,0.0759,114.993,4
218,Leave The Door Open,An Evening With Silk Sonic,Bruno Mars,2021-11-11,242096,83,0.586,0.182,0.586,0.616,0.0,0.0927,-7.964,0.0324,148.088,4
219,Fly As Me,An Evening With Silk Sonic,Bruno Mars,2021-11-11,219389,67,0.783,0.00756,0.783,0.627,0.0,0.0606,-8.521,0.102,100.025,4
220,After Last Night (with Thundercat & Bootsy Collins),An Evening With Silk Sonic,Bruno Mars,2021-11-11,249444,68,0.651,0.0297,0.651,0.703,0.0,0.0608,-8.958,0.0816,140.051,4
221,Smokin Out The Window,An Evening With Silk Sonic,Bruno Mars,2021-11-11,197442,80,0.627,0.0558,0.627,0.618,0.0,0.351,-8.529,0.0437,82.03,4
222,Put On A Smile,An Evening With Silk Sonic,Bruno Mars,2021-11-11,255455,63,0.548,0.0471,0.548,0.627,0.0,0.285,-8.949,0.0409,143.994,4
223,777,An Evening With Silk Sonic,Bruno Mars,2021-11-11,165000,52,0.832,0.00295,0.832,0.617,0.000763,0.337,-11.166,0.0971,102.017,4
224,Skate,An Evening With Silk Sonic,Bruno Mars,2021-11-11,203122,74,0.708,0.037,0.708,0.598,0.0,0.17,-8.365,0.0291,112.027,4
225,Love's Train,An Evening With Silk Sonic,Bruno Mars,2021-11-11,307014,62,0.711,0.0396,0.711,0.605,2.29e-05,0.104,-9.801,0.031,140.981,4
226,Blast Off,An Evening With Silk Sonic,Bruno Mars,2021-11-11,284870,66,0.482,0.0363,0.482,0.548,2.28e-06,0.3,-9.946,0.0373,76.017,4
227,24K Magic,24K Magic,Bruno Mars,2016-11-17,225983,78,0.818,0.034,0.818,0.803,0.0,0.153,-4.282,0.0797,106.97,4
228,Chunky,24K Magic,Bruno Mars,2016-11-17,186973,68,0.571,0.0208,0.571,0.539,0.0,0.125,-4.446,0.116,202.103,4
229,Perm,24K Magic,Bruno Mars,2016-11-17,210053,64,0.853,0.0145,0.853,0.871,6.84e-05,0.198,-3.715,0.0851,124.021,4
230,That's What I Like,24K Magic,Bruno Mars,2016-11-17,206693,82,0.853,0.013,0.853,0.56,0.0,0.0944,-4.961,0.0406,134.066,4
231,Versace on the Floor,24K Magic,Bruno Mars,2016-11-17,261240,73,0.578,0.196,0.578,0.574,0.0,0.083,-6.209,0.0454,174.152,4
232,Straight up & Down,24K Magic,Bruno Mars,2016-11-17,198186,63,0.552,0.0209,0.552,0.733,0.0,0.0858,-6.898,0.0933,143.56,4
233,Calling All My Lovelies,24K Magic,Bruno Mars,2016-11-17,250080,62,0.662,0.0392,0.662,0.705,2.38e-06,0.105,-6.56,0.0399,159.996,4
234,Finesse,24K Magic,Bruno Mars,2016-11-17,191000,69,0.741,0.00781,0.741,0.798,0.0,0.0232,-5.342,0.0718,104.953,4
235,Too Good to Say Goodbye,24K Magic,Bruno Mars,2016-11-17,281826,65,0.587,0.0389,0.587,0.63,0.0,0.35,-6.054,0.0311,76.97,4
236,Young Girls,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,228720,15,0.561,0.461,0.561,0.749,1.82e-06,0.205,-4.951,0.032,125.986,4
237,Locked out of Heaven,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,233478,18,0.726,0.049,0.726,0.698,0.0,0.309,-4.165,0.0431,143.994,4
238,Gorilla,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,244493,14,0.717,0.445,0.717,0.544,5.16e-06,0.0973,-6.598,0.0371,139.959,4
239,Treasure,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,178560,25,0.874,0.0412,0.874,0.692,7.24e-05,0.324,-5.28,0.0431,116.017,4
240,Moonshine,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,228573,13,0.705,0.211,0.705,0.784,4.3e-06,0.0813,-4.351,0.0279,104.98,4
241,When I Was Your Man,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,213826,15,0.612,0.932,0.612,0.28,0.0,0.088,-8.648,0.0434,72.795,4
242,Natalie,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,225026,13,0.76,0.15,0.76,0.733,0.0,0.0647,-6.704,0.0504,111.975,4
243,Show Me,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,207560,11,0.743,0.0461,0.743,0.706,0.0,0.204,-5.728,0.0535,77.989,4
244,Money Make Her Smile,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,203973,11,0.754,0.0943,0.754,0.677,7.39e-05,0.153,-6.555,0.0709,93.022,4
245,If I Knew,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,132640,16,0.522,0.722,0.522,0.413,0.0,0.0854,-5.86,0.0316,175.972,3
246,Old & Crazy (feat. Esperanza Spalding),Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,113080,16,0.566,0.443,0.566,0.43,0.00047,0.206,-10.464,0.278,187.766,4
247,Young Girls - Demo,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,218666,13,0.631,0.862,0.631,0.337,0.0,0.374,-8.624,0.0312,125.909,4
248,Gorilla - Demo,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,222746,11,0.631,0.752,0.631,0.435,0.0,0.0579,-6.561,0.0308,139.829,4
249,Moonshine - The Futuristics Remix,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,221906,10,0.654,0.000188,0.654,0.782,0.00225,0.175,-4.924,0.0561,108.954,4
250,Locked out of Heaven - Major Lazer Remix,Unorthodox Jukebox (Deluxe Edition),Bruno Mars,2012-12-11,244146,11,0.686,0.000509,0.686,0.827,1.24e-06,0.726,-4.063,0.0325,144.035,4
251,Young Girls,Unorthodox Jukebox,Bruno Mars,2012-12-10,228720,25,0.561,0.461,0.561,0.749,1.82e-06,0.205,-4.951,0.032,125.986,4
252,Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,2012-12-10,233478,44,0.726,0.049,0.726,0.698,0.0,0.309,-4.165,0.0431,143.994,4
253,Gorilla,Unorthodox Jukebox,Bruno Mars,2012-12-10,244480,27,0.719,0.453,0.719,0.562,4.5e-06,0.0974,-6.608,0.0381,139.96,4
254,Treasure,Unorthodox Jukebox,Bruno Mars,2012-12-10,176093,49,0.872,0.0291,0.872,0.699,0.000121,0.0639,-5.071,0.0349,116.033,4
255,Moonshine,Unorthodox Jukebox,Bruno Mars,2012-12-10,228573,20,0.705,0.211,0.705,0.784,4.3e-06,0.0813,-4.351,0.0279,104.98,4
256,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-10,213826,44,0.612,0.932,0.612,0.28,0.0,0.088,-8.648,0.0434,72.795,4
257,Natalie,Unorthodox Jukebox,Bruno Mars,2012-12-10,225026,22,0.76,0.15,0.76,0.733,0.0,0.0647,-6.704,0.0504,111.975,4
258,Show Me,Unorthodox Jukebox,Bruno Mars,2012-12-10,207560,22,0.743,0.0461,0.743,0.706,0.0,0.204,-5.728,0.0535,77.989,4
259,Money Make Her Smile,Unorthodox Jukebox,Bruno Mars,2012-12-10,203973,19,0.754,0.0943,0.754,0.677,7.39e-05,0.153,-6.555,0.0709,93.022,4
260,If I Knew,Unorthodox Jukebox,Bruno Mars,2012-12-10,132640,22,0.522,0.722,0.522,0.413,0.0,0.0854,-5.86,0.0316,175.972,3
261,Young Girls,Unorthodox Jukebox,Bruno Mars,2012-12-07,228720,65,0.561,0.461,0.561,0.749,1.82e-06,0.205,-4.951,0.032,125.986,4
262,Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,2012-12-07,233478,85,0.726,0.049,0.726,0.698,0.0,0.309,-4.165,0.0431,143.994,4
263,Gorilla,Unorthodox Jukebox,Bruno Mars,2012-12-07,244493,65,0.717,0.445,0.717,0.544,5.16e-06,0.0973,-6.598,0.0371,139.959,4
264,Treasure,Unorthodox Jukebox,Bruno Mars,2012-12-07,178560,78,0.874,0.0412,0.874,0.692,7.24e-05,0.324,-5.28,0.0431,116.017,4
265,Moonshine,Unorthodox Jukebox,Bruno Mars,2012-12-07,228573,56,0.705,0.211,0.705,0.784,4.3e-06,0.0813,-4.351,0.0279,104.98,4
266,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-07,213826,83,0.612,0.932,0.612,0.28,0.0,0.088,-8.648,0.0434,72.795,4
267,Natalie,Unorthodox Jukebox,Bruno Mars,2012-12-07,225026,58,0.76,0.15,0.76,0.733,0.0,0.0647,-6.704,0.0504,111.975,4
268,Show Me,Unorthodox Jukebox,Bruno Mars,2012-12-07,207560,57,0.743,0.0461,0.743,0.706,0.0,0.204,-5.728,0.0535,77.989,4
269,Money Make Her Smile,Unorthodox Jukebox,Bruno Mars,2012-12-07,203973,53,0.754,0.0943,0.754,0.677,7.39e-05,0.153,-6.555,0.0709,93.022,4
270,If I Knew,Unorthodox Jukebox,Bruno Mars,2012-12-07,132640,63,0.522,0.722,0.522,0.413,0.0,0.0854,-5.86,0.0316,175.972,3
271,Young Girls,Unorthodox Jukebox,Bruno Mars,2012-12-05,228720,32,0.562,0.458,0.562,0.748,3.27e-06,0.121,-4.811,0.0318,125.967,4
272,Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,2012-12-05,233653,54,0.728,0.0556,0.728,0.697,0.0,0.282,-4.125,0.0456,143.986,4
273,Gorilla,Unorthodox Jukebox,Bruno Mars,2012-12-05,244493,27,0.721,0.469,0.721,0.547,1.17e-05,0.0969,-6.539,0.0367,139.99,4
274,Treasure,Unorthodox Jukebox,Bruno Mars,2012-12-05,178560,44,0.874,0.034,0.874,0.687,7.59e-05,0.324,-5.253,0.0426,116.054,4
275,Moonshine,Unorthodox Jukebox,Bruno Mars,2012-12-05,228573,21,0.706,0.205,0.706,0.773,1.8e-05,0.0756,-4.383,0.0276,104.987,4
276,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-05,213826,53,0.601,0.937,0.601,0.271,0.0,0.144,-8.688,0.0403,145.494,4
277,Natalie,Unorthodox Jukebox,Bruno Mars,2012-12-05,225026,24,0.761,0.152,0.761,0.729,0.0,0.0696,-6.539,0.0503,111.994,4
278,Show Me,Unorthodox Jukebox,Bruno Mars,2012-12-05,207560,23,0.745,0.0536,0.745,0.687,0.0,0.207,-5.7,0.0616,77.979,4
279,Money Make Her Smile,Unorthodox Jukebox,Bruno Mars,2012-12-05,203973,17,0.755,0.0945,0.755,0.664,3.89e-05,0.14,-6.4,0.075,93.011,4
280,If I Knew,Unorthodox Jukebox,Bruno Mars,2012-12-05,132640,27,0.472,0.72,0.472,0.437,0.0,0.0858,-5.739,0.0327,175.797,3
281,Grenade,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,222091,78,0.704,0.148,0.704,0.558,0.0,0.107,-7.273,0.0542,110.444,4
282,Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,220734,77,0.635,0.0134,0.635,0.841,0.0,0.0622,-5.379,0.0422,109.021,4
283,Our First Time,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,243004,53,0.709,0.419,0.709,0.45,0.0,0.241,-8.267,0.0428,77.986,4
284,Runaway Baby,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,148448,70,0.658,0.263,0.658,0.762,0.0,0.127,-3.028,0.0425,163.864,4
285,The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,189109,75,0.794,0.3,0.794,0.711,0.0,0.0955,-5.124,0.0699,174.915,4
286,Marry You,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,230192,75,0.621,0.332,0.621,0.82,0.0,0.104,-4.865,0.0367,144.905,4
287,Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,217866,76,0.498,0.511,0.498,0.59,0.0,0.107,-4.721,0.032,145.867,4
288,Liquor Store Blues (feat. Damian Marley),Doo-Wops & Hooligans,Bruno Mars,2010-10-05,229383,57,0.691,0.113,0.691,0.828,0.0,0.358,-3.909,0.0749,75.519,4
289,Count on Me,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,197469,69,0.589,0.851,0.589,0.389,0.0,0.0772,-5.972,0.028,89.1,4
290,The Other Side (feat. CeeLo Green and B.o.B),Doo-Wops & Hooligans,Bruno Mars,2010-10-05,228346,52,0.555,0.0993,0.555,0.814,3.7e-06,0.128,-3.927,0.0303,140.081,4
291,Somewhere in Brooklyn,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,181691,52,0.701,0.567,0.701,0.579,0.0,0.255,-5.659,0.0416,129.977,4
292,Talking to the Moon - Acoustic Piano,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,217753,57,0.361,0.861,0.361,0.332,0.0,0.107,-6.472,0.0305,146.598,4
293,Grenade,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,222091,77,0.704,0.148,0.704,0.558,0.0,0.107,-7.273,0.0542,110.444,4
294,Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,220734,80,0.635,0.0134,0.635,0.841,0.0,0.0622,-5.379,0.0422,109.021,4
295,Our First Time,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,243004,54,0.709,0.419,0.709,0.45,0.0,0.241,-8.267,0.0428,77.986,4
296,Runaway Baby,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,148448,70,0.658,0.263,0.658,0.762,0.0,0.127,-3.028,0.0425,163.864,4
297,The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,189109,72,0.794,0.3,0.794,0.711,0.0,0.0955,-5.124,0.0699,174.915,4
298,Marry You,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,230192,74,0.621,0.332,0.621,0.82,0.0,0.104,-4.865,0.0367,144.905,4
299,Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,217866,81,0.498,0.511,0.498,0.59,0.0,0.107,-4.721,0.032,145.867,4
300,Liquor Store Blues (feat. Damian Marley),Doo-Wops & Hooligans,Bruno Mars,2010-10-05,229383,61,0.691,0.113,0.691,0.828,0.0,0.358,-3.909,0.0749,75.519,4
301,Count on Me,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,197469,74,0.589,0.851,0.589,0.389,0.0,0.0772,-5.972,0.028,89.1,4
302,The Other Side (feat. CeeLo Green and B.o.B),Doo-Wops & Hooligans,Bruno Mars,2010-10-05,228346,54,0.555,0.0993,0.555,0.814,3.7e-06,0.128,-3.927,0.0303,140.081,4
303,Love's Train,Love's Train,Bruno Mars,2022-02-14,307014,73,0.711,0.0396,0.711,0.605,2.29e-05,0.104,-9.801,0.031,140.981,4
304,Leave The Door Open - Live,Leave The Door Open (Live),Bruno Mars,2021-04-02,260269,60,0.532,0.351,0.532,0.683,0.0,0.984,-7.449,0.0541,147.837,4
305,Leave The Door Open,Leave The Door Open (Live),Bruno Mars,2021-04-02,242096,51,0.586,0.182,0.586,0.616,0.0,0.0927,-7.964,0.0324,148.088,4
306,Leave The Door Open - Live,Leave The Door Open (Live),Bruno Mars,2021-04-01,260269,56,0.532,0.351,0.532,0.683,0.0,0.984,-7.449,0.0541,147.837,4
307,BLOW (with Chris Stapleton & Bruno Mars),BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,2019-07-05,209120,63,0.631,0.000245,0.631,0.796,0.0115,0.38,-5.35,0.0401,92.469,4
308,Please Me,Please Me,Cardi B,2019-02-15,200889,73,0.747,0.0642,0.747,0.57,0.0,0.0832,-6.711,0.081,133.992,4
309,Please Me,Please Me,Cardi B,2019-02-14,200889,40,0.75,0.0565,0.75,0.572,0.0,0.0931,-6.69,0.0652,133.998,4
310,Wake Up in the Sky,Wake Up in the Sky,Gucci Mane,2018-09-14,204664,75,0.8,0.00381,0.8,0.578,0.0,0.359,-5.144,0.0485,143.01,4
311,Wake Up in the Sky,Wake Up in the Sky,Gucci Mane,2018-09-13,204664,40,0.8,0.00507,0.8,0.605,0.0,0.342,-5.102,0.0477,143.017,4
312,Finesse - James Hype Remix; feat. Cardi B,Finesse (Remix) [feat. Cardi B],Bruno Mars,2018-03-23,235731,41,0.698,0.28,0.698,0.76,3.63e-05,0.0577,-5.798,0.106,122.877,4
313,Finesse - Pink Panda Remix; feat. Cardi B,Finesse (Remix) [feat. Cardi B],Bruno Mars,2018-03-23,148064,45,0.752,0.0302,0.752,0.888,0.0,0.253,-4.952,0.0828,123.964,4
314,Finesse - Remix; feat. Cardi B,Finesse (Remix) [feat. Cardi B],Bruno Mars,2018-03-23,217288,48,0.704,0.0185,0.704,0.859,0.0,0.0215,-4.877,0.0996,105.115,4
315,Finesse - Remix; feat. Cardi B,Finesse (Remix) [feat. Cardi B],Bruno Mars,2017-12-20,217288,74,0.704,0.0185,0.704,0.859,0.0,0.0215,-4.877,0.0996,105.115,4
316,Versace on the Floor (Bruno Mars vs. David Guetta),Versace On The Floor (Bruno Mars vs. David Guetta),Bruno Mars,2017-06-27,228300,61,0.747,0.108,0.747,0.701,0.0,0.0712,-4.902,0.0429,100.012,4
317,"Opening of ""The Last Ten Years""","Original Soundtrack of ""The Last Ten Years""",RADWIMPS,2022-03-04,224600,33,0.53,0.968,0.53,0.186,0.686,0.109,-14.112,0.0683,147.157,4
